severity,issue,viewport,kind,sourcePage,text,href,resolved,finalUrl,status,error,samePage,redirected,crossHost,target,rel,visible
OK,,desktop,anchor,http://[::1]:4321/es/,UK (East Sussex),/es/east-sussex,http://[::1]:4321/es/east-sussex,http://[::1]:4321/es/east-sussex,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Bali,/es/bali,http://[::1]:4321/es/bali,http://[::1]:4321/es/bali,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Dubái,/es/dubai,http://[::1]:4321/es/dubai,http://[::1]:4321/es/dubai,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,PRÓXIMOS RETIROS,/es/upcoming-retreats,http://[::1]:4321/es/upcoming-retreats,http://[::1]:4321/es/upcoming-retreats,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Nuestra Historia,/es/our-story,http://[::1]:4321/es/our-story,http://[::1]:4321/es/our-story,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,La Experiencia,/es/the-experience,http://[::1]:4321/es/the-experience,http://[::1]:4321/es/the-experience,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Corporativo y Ejecutivo,/es/executive-retreat,http://[::1]:4321/es/executive-retreat,http://[::1]:4321/es/executive-retreat,200,,false,false,false,,,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,http://[::1]:4321/es/,Concierge por WhatsApp,https://wa.me/447786694723?text=Hola%2C%20me%20gustar%C3%ADa%20informarme%20sobre%20un%20retiro%20de%20Courtside%20Padel.,https://wa.me/447786694723?text=Hola%2C%20me%20gustar%C3%ADa%20informarme%20sobre%20un%20retiro%20de%20Courtside%20Padel.,/send/?phone=447786694723&amp,200,,false,true,true,_blank,noopener noreferrer,true
INFO,mailto: link (not fetched),desktop,anchor,http://[::1]:4321/es/,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,,,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,http://[::1]:4321/es/,ESCRIBE AL EQUIPO,https://wa.me/447786694723?text=Hola%2C%20me%20gustar%C3%ADa%20informarme%20sobre%20un%20retiro%20de%20Courtside%20Padel.,https://wa.me/447786694723?text=Hola%2C%20me%20gustar%C3%ADa%20informarme%20sobre%20un%20retiro%20de%20Courtside%20Padel.,/send/?phone=447786694723&amp,200,,false,true,true,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://[::1]:4321/es/,Privacidad,/legal/privacy-policy,http://[::1]:4321/legal/privacy-policy,http://[::1]:4321/legal/privacy-policy,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Términos,/legal/terms-and-conditions,http://[::1]:4321/legal/terms-and-conditions,http://[::1]:4321/legal/terms-and-conditions,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Política de cookies,/es/cookies,http://[::1]:4321/es/cookies,http://[::1]:4321/es/cookies,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/es/,Más información,/es/cookies,http://[::1]:4321/es/cookies,http://[::1]:4321/es/cookies,200,,false,false,false,,,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,http://[::1]:4321/es/,ESCRÍBENOS,https://wa.me/447786694723?text=Hola%2C%20me%20gustar%C3%ADa%20hablar%20con%20el%20equipo%20de%20Courtside.,https://wa.me/447786694723?text=Hola%2C%20me%20gustar%C3%ADa%20hablar%20con%20el%20equipo%20de%20Courtside.,/send/?phone=447786694723&amp,200,,false,true,true,_blank,noopener noreferrer,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,DESTINOS,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,EN,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,ES,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,FR,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,DESCUBRE LAS EXPERIENCIAS,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,PLANIFICA TU RETIRO,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,‹,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,Review 1,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,Review 2,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,Review 3,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,Review 4,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,›,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,RECHAZAR NO ESENCIALES,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/es/,ACEPTAR TODAS,(javascript),,,0,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,(no text),/fr/,http://[::1]:4321/fr/,http://[::1]:4321/fr/,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,NOTRE HISTOIRE,/fr/our-story,http://[::1]:4321/fr/our-story,http://[::1]:4321/fr/our-story,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,L'EXPÉRIENCE,/fr/the-experience,http://[::1]:4321/fr/the-experience,http://[::1]:4321/fr/the-experience,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,MENORCA,https://menorca.cspadel.com/,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,true,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,UK (EAST SUSSEX),/fr/east-sussex,http://[::1]:4321/fr/east-sussex,http://[::1]:4321/fr/east-sussex,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,BALI,/fr/bali,http://[::1]:4321/fr/bali,http://[::1]:4321/fr/bali,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,DUBAI,/fr/dubai,http://[::1]:4321/fr/dubai,http://[::1]:4321/fr/dubai,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,PROCHAINES RETRAITES,/fr/upcoming-retreats,http://[::1]:4321/fr/upcoming-retreats,http://[::1]:4321/fr/upcoming-retreats,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,SEUL OU ENTRE AMIS Retraite Ouverte Rejoignez un groupe choisi de joueurs partageant la même passion pour cinq jours imm,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,200,,false,false,true,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,CONFIDENTIALITÉ ABSOLUE Retraite Privée Réservez l'intégralité du domaine en exclusivité pour votre groupe. Intimité tot,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,https://menorca.cspadel.com/#rooms,200,,false,false,true,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,DIRECTIONS & CONSEILS Entreprises et Dirigeants La stratégie en silence. Leadership de haut niveau et networking dans le,/fr/executive-retreat,http://[::1]:4321/fr/executive-retreat,http://[::1]:4321/fr/executive-retreat,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,ÎLES BALÉARES · ESPAGNE MENORCA Sanctuaire Méditerranéen 30 SEP – 4 OCT 2026 IL RESTE PEU DE PLACES DÉCOUVRIR,https://menorca.cspadel.com/,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,true,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,VOIR TOUT,/fr/upcoming-retreats,http://[::1]:4321/fr/upcoming-retreats,http://[::1]:4321/fr/upcoming-retreats,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,ULUWATU · BALI BALI Un domaine privé en bord de falaise. Padel d'élite. DÉCOUVRIR,/fr/bali,http://[::1]:4321/fr/bali,http://[::1]:4321/fr/bali,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,BIENTÔT DISPONIBLE DUBAI Bientôt disponible. DÉCOUVRIR,/fr/dubai,http://[::1]:4321/fr/dubai,http://[::1]:4321/fr/dubai,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Courtside Padel on Instagram,https://www.instagram.com/padelcourtside/,https://www.instagram.com/padelcourtside/,https://www.instagram.com/padelcourtside/,200,,false,false,true,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Courtside Padel on LinkedIn,https://www.linkedin.com/company/https-cspadel.com-/,https://www.linkedin.com/company/https-cspadel.com-/,https://www.linkedin.com/company/https-cspadel.com-/,200,,false,false,true,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Menorca,https://menorca.cspadel.com/,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,true,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,UK (East Sussex),/fr/east-sussex,http://[::1]:4321/fr/east-sussex,http://[::1]:4321/fr/east-sussex,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Bali,/fr/bali,http://[::1]:4321/fr/bali,http://[::1]:4321/fr/bali,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Dubai,/fr/dubai,http://[::1]:4321/fr/dubai,http://[::1]:4321/fr/dubai,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,PROCHAINES RETRAITES,/fr/upcoming-retreats,http://[::1]:4321/fr/upcoming-retreats,http://[::1]:4321/fr/upcoming-retreats,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Notre Histoire,/fr/our-story,http://[::1]:4321/fr/our-story,http://[::1]:4321/fr/our-story,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,L'Expérience,/fr/the-experience,http://[::1]:4321/fr/the-experience,http://[::1]:4321/fr/the-experience,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Entreprises et Dirigeants,/fr/executive-retreat,http://[::1]:4321/fr/executive-retreat,http://[::1]:4321/fr/executive-retreat,200,,false,false,false,,,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,http://[::1]:4321/fr/,Concierge WhatsApp,https://wa.me/447786694723?text=Bonjour%2C%20je%20souhaiterais%20me%20renseigner%20sur%20une%20retraite%20Courtside%20Padel.,https://wa.me/447786694723?text=Bonjour%2C%20je%20souhaiterais%20me%20renseigner%20sur%20une%20retraite%20Courtside%20Padel.,/send/?phone=447786694723&amp,200,,false,true,true,_blank,noopener noreferrer,true
INFO,mailto: link (not fetched),desktop,anchor,http://[::1]:4321/fr/,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,,,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,http://[::1]:4321/fr/,ÉCRIRE À L'ÉQUIPE,https://wa.me/447786694723?text=Bonjour%2C%20je%20souhaiterais%20me%20renseigner%20sur%20une%20retraite%20Courtside%20Padel.,https://wa.me/447786694723?text=Bonjour%2C%20je%20souhaiterais%20me%20renseigner%20sur%20une%20retraite%20Courtside%20Padel.,/send/?phone=447786694723&amp,200,,false,true,true,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Politique de confidentialité,/legal/privacy-policy,http://[::1]:4321/legal/privacy-policy,http://[::1]:4321/legal/privacy-policy,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Conditions d'utilisation,/legal/terms-and-conditions,http://[::1]:4321/legal/terms-and-conditions,http://[::1]:4321/legal/terms-and-conditions,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,Politique de cookies,/fr/cookies,http://[::1]:4321/fr/cookies,http://[::1]:4321/fr/cookies,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/fr/,En savoir plus,/fr/cookies,http://[::1]:4321/fr/cookies,http://[::1]:4321/fr/cookies,200,,false,false,false,,,true
INFO,Intentional redirector (messaging deep link),desktop,anchor,http://[::1]:4321/fr/,ÉCRIVEZ-NOUS,https://wa.me/447786694723?text=Bonjour%2C%20je%20souhaiterais%20parler%20avec%20l'%C3%A9quipe%20Courtside.,https://wa.me/447786694723?text=Bonjour%2C%20je%20souhaiterais%20parler%20avec%20l%27%C3%A9quipe%20Courtside.,/send/?phone=447786694723&amp,200,,false,true,true,_blank,noopener noreferrer,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,DESTINATIONS,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,EN,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,ES,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,FR,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,DÉCOUVRIR LES EXPÉRIENCES,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,PLANIFIEZ VOTRE RETRAITE,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,‹,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,Review 1,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,Review 2,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,Review 3,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,Review 4,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,›,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,REFUSER LES NON ESSENTIELS,(javascript),,,0,,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://[::1]:4321/fr/,TOUT ACCEPTER,(javascript),,,0,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/our-story,(no text),/,http://[::1]:4321/,http://[::1]:4321/,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/our-story,OUR STORY,/our-story,http://[::1]:4321/our-story,http://[::1]:4321/our-story,200,,false,false,false,,,true
OK,,desktop,anchor,http://[::1]:4321/our-story,THE EXPERIENCE,/the-experience,http://[::1]:4321/the-experience,http://[::1]:4321/the-experience,200,,false,false,false,,,true
