severity,issue,viewport,kind,sourcePage,text,href,resolved,finalUrl,status,error,samePage,redirected,crossHost,inPageAnchor,target,rel,visible
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,Book,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,false
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/terms-and-conditions,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/terms-and-conditions,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,list of ADR bodies,https://consumer-redress.ec.europa.eu/list-alternative-dispute-resolution-adr-bodies_en,https://consumer-redress.ec.europa.eu/list-alternative-dispute-resolution-adr-bodies_en,https://consumer-redress.ec.europa.eu/list-alternative-dispute-resolution-adr-bodies_en,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,Privacy Policy,/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,200,,false,false,false,false,,,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/terms-and-conditions,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,PRIVACY POLICY,/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,COOKIE POLICY,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,TERMS & CONDITIONS,/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,LEGAL NOTICE,/legal/legal-notice,http://localhost:4327/legal/legal-notice,http://localhost:4327/legal/legal-notice,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/terms-and-conditions,Cookie Policy,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/terms-and-conditions,COOKIECONSENT.REJECT,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/terms-and-conditions,GOT IT,(javascript),,,0,,false,false,false,,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Skip to main content,#main-content,http://localhost:4327/legal/privacy-policy#main-content,http://localhost:4327/legal/privacy-policy#main-content,200,,false,false,false,true,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,(no text),/,http://localhost:4327/,http://localhost:4327/,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,INCLUDES,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,ITINERARY,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,BOOK,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Includes,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Itinerary,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Book,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,false
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/privacy-policy,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/privacy-policy,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,European Data Protection Board,https://www.edpb.europa.eu/about-edpb/our-members_en,https://www.edpb.europa.eu/about-edpb/our-members_en,https://www.edpb.europa.eu/about-edpb/our-members_en,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Information Commissioner's Office,https://ico.org.uk,https://ico.org.uk/,https://ico.org.uk/,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Cookie Policy,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/privacy-policy,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,PRIVACY POLICY,/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,COOKIE POLICY,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,TERMS & CONDITIONS,/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,LEGAL NOTICE,/legal/legal-notice,http://localhost:4327/legal/legal-notice,http://localhost:4327/legal/legal-notice,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/privacy-policy,Cookie Policy,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/privacy-policy,COOKIECONSENT.REJECT,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/privacy-policy,GOT IT,(javascript),,,0,,false,false,false,,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,Skip to main content,#main-content,http://localhost:4327/legal/legal-notice#main-content,http://localhost:4327/legal/legal-notice#main-content,200,,false,false,false,true,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,(no text),/,http://localhost:4327/,http://localhost:4327/,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,INCLUDES,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,ITINERARY,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,BOOK,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,Includes,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,Itinerary,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,Book,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,false
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/legal-notice,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,menorca.cspadel.com,https://menorca.cspadel.com,https://menorca.cspadel.com/,https://menorca.cspadel.com/,200,,false,false,true,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,list of ADR bodies,https://consumer-redress.ec.europa.eu/list-alternative-dispute-resolution-adr-bodies_en,https://consumer-redress.ec.europa.eu/list-alternative-dispute-resolution-adr-bodies_en,https://consumer-redress.ec.europa.eu/list-alternative-dispute-resolution-adr-bodies_en,200,,false,false,true,false,_blank,noopener noreferrer,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/legal-notice,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/legal-notice,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,PRIVACY POLICY,/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,COOKIE POLICY,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,TERMS & CONDITIONS,/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,LEGAL NOTICE,/legal/legal-notice,http://localhost:4327/legal/legal-notice,http://localhost:4327/legal/legal-notice,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/legal-notice,Cookie Policy,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/legal-notice,COOKIECONSENT.REJECT,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/legal-notice,GOT IT,(javascript),,,0,,false,false,false,,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Skip to main content,#main-content,http://localhost:4327/legal/cookie-policy#main-content,http://localhost:4327/legal/cookie-policy#main-content,200,,false,false,false,true,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,(no text),/,http://localhost:4327/,http://localhost:4327/,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,INCLUDES,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,ITINERARY,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,BOOK,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Includes,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Itinerary,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Book,/#rooms,http://localhost:4327/#rooms,http://localhost:4327/#rooms,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,FAQ,/#faq,http://localhost:4327/#faq,http://localhost:4327/#faq,200,,false,false,false,false,,,false
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Google Consent Mode v2,https://developers.google.com/tag-platform/security/guides/consent,https://developers.google.com/tag-platform/security/guides/consent,https://developers.google.com/tag-platform/security/guides/consent,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Google Privacy Policy,https://policies.google.com/privacy,https://policies.google.com/privacy,https://policies.google.com/privacy,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,tools.google.com/dlpage/gaoptout,https://tools.google.com/dlpage/gaoptout,https://tools.google.com/dlpage/gaoptout,https://tools.google.com/dlpage/gaoptout,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Google Chrome,https://support.google.com/chrome/answer/95647,https://support.google.com/chrome/answer/95647,https://support.google.com/chrome/answer/95647,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Mozilla Firefox,https://support.mozilla.org/en-US/kb/cookies-information-websites-store-on-your-computer,https://support.mozilla.org/en-US/kb/cookies-information-websites-store-on-your-computer,https://support.mozilla.org/en-US/kb/cookies-information-websites-store-on-your-computer,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Apple Safari,https://support.apple.com/en-gb/guide/safari/sfri11471/mac,https://support.apple.com/en-gb/guide/safari/sfri11471/mac,https://support.apple.com/en-gb/guide/safari/sfri11471/mac,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Microsoft Edge,https://support.microsoft.com/en-us/edge/manage-cookies-in-microsoft-edge-view-allow-block-delete-and-use,https://support.microsoft.com/en-us/edge/manage-cookies-in-microsoft-edge-view-allow-block-delete-and-use,https://support.microsoft.com/en-us/edge/manage-cookies-in-microsoft-edge-view-allow-block-delete-and-use,200,,false,false,true,false,_blank,noopener noreferrer,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,youronlinechoices.eu,https://youronlinechoices.eu/,https://youronlinechoices.eu/,https://youronlinechoices.eu/,200,,false,false,true,false,_blank,noopener noreferrer,true
P0,HTTP 429,desktop,anchor,http://localhost:4327/legal/cookie-policy,aboutads.info,https://www.aboutads.info/choices,https://www.aboutads.info/choices,https://optout.aboutads.info/,429,,false,true,true,false,_blank,noopener noreferrer,true
INFO,mailto: link (not fetched),desktop,anchor,http://localhost:4327/legal/cookie-policy,awatelet@cspadel.com,mailto:awatelet@cspadel.com,mailto:awatelet@cspadel.com,,0,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Privacy Policy,/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,PRIVACY POLICY,/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,http://localhost:4327/legal/privacy-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,COOKIE POLICY,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,TERMS & CONDITIONS,/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,http://localhost:4327/legal/terms-and-conditions,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,LEGAL NOTICE,/legal/legal-notice,http://localhost:4327/legal/legal-notice,http://localhost:4327/legal/legal-notice,200,,false,false,false,false,,,true
OK,,desktop,anchor,http://localhost:4327/legal/cookie-policy,Cookie Policy,/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,http://localhost:4327/legal/cookie-policy,200,,false,false,false,false,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/cookie-policy,COOKIECONSENT.REJECT,(javascript),,,0,,false,false,false,,,,true
INFO,JS-driven CTA — verify behaviour manually (opens modal / drawer),desktop,js-cta,http://localhost:4327/legal/cookie-policy,GOT IT,(javascript),,,0,,false,false,false,,,,true
OK,,mobile,anchor,http://localhost:4327/,Skip to main content,#main-content,http://localhost:4327/#main-content,http://localhost:4327/#main-content,200,,false,false,false,true,,,true
OK,,mobile,anchor,http://localhost:4327/,(no text),/,http://localhost:4327/,http://localhost:4327/,200,,false,false,false,false,,,true
OK,,mobile,anchor,http://localhost:4327/,Inclus,/#includes,http://localhost:4327/#includes,http://localhost:4327/#includes,200,,false,false,false,false,,,false
OK,,mobile,anchor,http://localhost:4327/,Itinéraire,/#itinerary,http://localhost:4327/#itinerary,http://localhost:4327/#itinerary,200,,false,false,false,false,,,false
